AVG_Optical_Flow,Timestamp
0.015159399,0.0
0.06588963,0.4
0.31056732,0.8
0.15133023,1.2000000000000002
1.4105691,1.6
1.51144,2.0
0.73996276,2.4000000000000004
0.09005917,2.8000000000000003
0.19234811,3.2
0.10989876,3.6
0.09600097,4.0
0.092244014,4.4
0.09589154,4.800000000000001
0.6733033,5.2
1.6956942,5.6000000000000005
4.025788,6.0
1.3077947,6.4
1.6962016,6.800000000000001
2.1965237,7.2
5.351979,7.6000000000000005
3.2057147,8.0
7.953263,8.4
2.7491312,8.8
1.9985777,9.200000000000001
0.700091,9.600000000000001
0.5847022,10.0
0.57817537,10.4
6.1575146,10.8
6.1249304,11.200000000000001
7.815697,11.600000000000001
1.6243552,12.0
1.3276479,12.4
4.1071215,12.8
2.3888834,13.200000000000001
0.8103694,13.600000000000001
0.39447963,14.0
2.005374,14.4
4.9338646,14.8
3.9948342,15.200000000000001
1.9030528,15.600000000000001
0.63831323,16.0
0.64919204,16.400000000000002
0.7328943,16.8
0.83121324,17.2
0.7315635,17.6
1.0436978,18.0
2.1254284,18.400000000000002
0.2842144,18.8
0.12515849,19.200000000000003
0.30383912,19.6
3.1780684,20.0
0.2810283,20.400000000000002
1.0345103,20.8
1.2007354,21.200000000000003
0.089967415,21.6
0.23762931,22.0
0.30220434,22.400000000000002
0.12828712,22.8
0.24517821,23.200000000000003
0.26125652,23.6
0.1644465,24.0
2.7651145,24.400000000000002
1.0441082,24.8
0.12608962,25.200000000000003
0.061483555,25.6
2.686085,26.0
2.2953649,26.400000000000002
3.2811775,26.8
0.7454178,27.200000000000003
0.22008856,27.6
0.29453817,28.0
0.18334815,28.400000000000002
0.15506475,28.8
0.49642387,29.200000000000003
0.091655664,29.6
0.1540415,30.0
0.5072498,30.400000000000002
0.12042445,30.8
0.1471475,31.200000000000003
0.4299278,31.6
0.16664754,32.0
0.24331312,32.4
0.034886986,32.800000000000004
0.118012235,33.2
2.0646558,33.6
3.867381,34.0
2.8959541,34.4
1.6480575,34.800000000000004
2.3934705,35.2
3.7254252,35.6
4.033066,36.0
3.103397,36.4
1.8020928,36.800000000000004
0.9892194,37.2
0.46960482,37.6
0.19249429,38.0
0.026903102,38.400000000000006
0.114250384,38.800000000000004
0.054546922,39.2
0.081689544,39.6
0.19545417,40.0
0.13981089,40.400000000000006
0.07067405,40.800000000000004
0.42128074,41.2
0.68931973,41.6
0.26909432,42.0
0.2760793,42.400000000000006
0.17139174,42.800000000000004
0.34804955,43.2
0.17243977,43.6
0.0350049,44.0
0.08734484,44.400000000000006
0.6977516,44.800000000000004
0.10707205,45.2
0.09670984,45.6
0.120372996,46.0
0.6237012,46.400000000000006
1.696317,46.800000000000004
5.195231,47.2
7.731748,47.6
3.7082245,48.0
2.6635425,48.400000000000006
1.6956935,48.800000000000004
1.9241796,49.2
0.9471072,49.6
1.8463048,50.0
0.91733766,50.400000000000006
1.6361814,50.800000000000004
0.56050134,51.2
0.66176647,51.6
0.13228823,52.0
1.165196,52.400000000000006
1.2062001,52.800000000000004
1.3022182,53.2
0.22935936,53.6
0.65027905,54.0
1.4624662,54.400000000000006
2.450317,54.800000000000004
1.242796,55.2
0.20772064,55.6
0.22161217,56.0
0.46628448,56.400000000000006
1.0331708,56.800000000000004
0.14903383,57.2
0.08975841,57.6
0.49612337,58.0
0.11759568,58.400000000000006
0.21747018,58.800000000000004
1.6713512,59.2
0.44854718,59.6
0.7998917,60.0
1.5444963,60.400000000000006
2.2248964,60.800000000000004
0.3348984,61.2
0.072172694,61.6
0.18566294,62.0
0.93933713,62.400000000000006
2.3010774,62.800000000000004
1.1450838,63.2
0.28036377,63.6
2.1315835,64.0
1.1975473,64.4
2.3875616,64.8
1.2121254,65.2
0.6548104,65.60000000000001
0.7717419,66.0
1.5666975,66.4
1.5241952,66.8
0.8999515,67.2
2.2519386,67.60000000000001
2.6552043,68.0
0.6789787,68.4
0.9507219,68.8
1.0861076,69.2
0.8917299,69.60000000000001
0.39381525,70.0
0.6708679,70.4
1.4181823,70.8
0.5182004,71.2
6.3846354,71.60000000000001
1.2955627,72.0
2.9269574,72.4
2.4820814,72.8
1.8802557,73.2
0.8737613,73.60000000000001
0.5378057,74.0
0.7876804,74.4
0.18507692,74.8
0.106197655,75.2
0.0922389,75.60000000000001
0.27714866,76.0
0.2996838,76.4
1.7726417,76.80000000000001
1.9692671,77.2
0.8626783,77.60000000000001
0.87204367,78.0
0.10053595,78.4
0.4993187,78.80000000000001
1.2755094,79.2
0.66478634,79.60000000000001
0.46715856,80.0
1.0217386,80.4
1.1402377,80.80000000000001
1.152854,81.2
1.3638983,81.60000000000001
0.61720943,82.0
0.28328678,82.4
0.18496534,82.80000000000001
0.25904015,83.2
0.24119757,83.60000000000001
4.9904985,84.0
3.714155,84.4
0.524597,84.80000000000001
0.37599698,85.2
0.13299616,85.60000000000001
0.23379949,86.0
2.0913763,86.4
4.327191,86.80000000000001
1.016331,87.2
0.39760122,87.60000000000001
0.34151843,88.0
0.17550208,88.4
0.23395622,88.80000000000001
0.09999558,89.2
0.113657504,89.60000000000001
0.0657687,90.0
0.164657,90.4
0.1936539,90.80000000000001
0.0722978,91.2
0.18611166,91.60000000000001
0.05351514,92.0
0.17698883,92.4
0.043387383,92.80000000000001
0.045819256,93.2
0.04161712,93.60000000000001
0.046405237,94.0
0.03280081,94.4
0.22362013,94.80000000000001
0.032594085,95.2
0.032690767,95.60000000000001
0.058176138,96.0
0.040172633,96.4
0.19307747,96.80000000000001
0.076268,97.2
0.099262126,97.60000000000001
0.18414322,98.0
0.035591617,98.4
0.02492957,98.80000000000001
0.032663364,99.2
3.8682256,99.60000000000001
7.73895,100.0
3.1262035,100.4
4.6920195,100.80000000000001
3.9280715,101.2
1.2256234,101.60000000000001
1.209216,102.0
1.6008356,102.4
1.2585304,102.80000000000001
0.5103121,103.2
0.26840118,103.60000000000001
0.4125189,104.0
0.100190684,104.4
0.17653051,104.80000000000001
0.16593736,105.2
1.1564885,105.60000000000001
0.8483667,106.0
4.1958776,106.4
0.09007854,106.80000000000001
0.11540432,107.2
0.1982563,107.60000000000001
0.26365173,108.0
0.14278205,108.4
0.16009805,108.80000000000001
0.05782992,109.2
0.044159275,109.60000000000001
0.03190527,110.0
0.027254581,110.4
0.051461287,110.80000000000001
0.20911458,111.2
0.12128061,111.60000000000001
0.0904251,112.0
0.047827918,112.4
0.028721213,112.80000000000001
0.028757066,113.2
0.022827357,113.60000000000001
0.017531142,114.0
0.06980148,114.4
0.02533404,114.80000000000001
0.100062944,115.2
0.044689488,115.60000000000001
0.062378094,116.0
0.059891555,116.4
0.040931117,116.80000000000001
0.24269329,117.2
1.3924563,117.60000000000001
4.8465867,118.0
0.22239527,118.4
0.060695082,118.80000000000001
0.0792998,119.2
0.094643034,119.60000000000001
0.05098114,120.0
0.04372153,120.4
0.17108968,120.80000000000001
0.026974022,121.2
0.036980685,121.60000000000001
0.049501326,122.0
0.11091829,122.4
0.09587675,122.80000000000001
0.33031148,123.2
0.24101917,123.60000000000001
0.08997089,124.0
0.026322627,124.4
0.038039327,124.80000000000001
0.03801719,125.2
0.10190833,125.60000000000001
0.07503615,126.0
0.082761616,126.4
0.076000206,126.80000000000001
0.03137291,127.2
0.035238013,127.60000000000001
0.6598311,128.0
1.2881175,128.4
0.6363986,128.8
0.35245296,129.20000000000002
0.21957742,129.6
1.7605835,130.0
2.7291214,130.4
1.8439507,130.8
0.64264375,131.20000000000002
1.1166945,131.6
1.0401738,132.0
1.7859485,132.4
0.62830734,132.8
0.33607554,133.20000000000002
1.0507302,133.6
0.4982313,134.0
0.11152244,134.4
0.17410807,134.8
0.8029019,135.20000000000002
2.0116706,135.6
1.1552211,136.0
0.4606339,136.4
0.462992,136.8
0.4626867,137.20000000000002
0.28216252,137.6
0.21164306,138.0
0.30743688,138.4
0.074011914,138.8
2.3830569,139.20000000000002
6.060827,139.6
4.5548973,140.0
2.1747637,140.4
2.2490466,140.8
0.8771273,141.20000000000002
1.0893375,141.6
2.5819058,142.0
0.60751903,142.4
0.8786037,142.8
0.7567874,143.20000000000002
0.27914655,143.6
0.17388366,144.0
0.8695436,144.4
0.3615205,144.8
0.7629192,145.20000000000002
0.23188195,145.6
0.5949269,146.0
0.17267299,146.4
0.26456076,146.8
0.14823927,147.20000000000002
0.21881397,147.6
0.09805058,148.0
0.08517554,148.4
0.0998825,148.8
0.16894108,149.20000000000002
0.16112001,149.6
0.36402407,150.0
0.5263768,150.4
3.4002032,150.8
3.6800342,151.20000000000002
5.093194,151.6
2.2919161,152.0
4.5739093,152.4
4.519664,152.8
1.728212,153.20000000000002
3.1620834,153.60000000000002
4.3342214,154.0
1.4287245,154.4
0.17715634,154.8
0.9926461,155.20000000000002
1.4877374,155.60000000000002
1.3905737,156.0
0.81359094,156.4
0.8802427,156.8
0.2585642,157.20000000000002
0.16809775,157.60000000000002
0.25448796,158.0
0.11313604,158.4
0.20940256,158.8
5.7871256,159.20000000000002
8.461854,159.60000000000002
1.8992835,160.0
1.9353962,160.4
1.4377108,160.8
0.34879,161.20000000000002
1.2014991,161.60000000000002
0.44004753,162.0
0.08732535,162.4
0.10088343,162.8
0.21797895,163.20000000000002
0.5004049,163.60000000000002
0.15544306,164.0
0.36714706,164.4
0.19953245,164.8
0.19760263,165.20000000000002
0.033920497,165.60000000000002
0.063433886,166.0
0.07461199,166.4
0.044491675,166.8
0.05946061,167.20000000000002
0.06515172,167.60000000000002
0.08935685,168.0
0.072666734,168.4
0.031632733,168.8
0.020673279,169.20000000000002
0.025611075,169.60000000000002
0.058251746,170.0
0.053641994,170.4
0.15994194,170.8
0.15414104,171.20000000000002
0.14670812,171.60000000000002
0.19861583,172.0
0.042317767,172.4
0.07379214,172.8
0.28342932,173.20000000000002
0.15212719,173.60000000000002
0.059822902,174.0
0.076369494,174.4
0.025921648,174.8
0.029556308,175.20000000000002
0.05322527,175.60000000000002
0.05053226,176.0
0.12542197,176.4
0.13967979,176.8
0.06654675,177.20000000000002
0.029415408,177.60000000000002
0.06947257,178.0
0.09353226,178.4
0.05904024,178.8
0.031621166,179.20000000000002
0.059216216,179.60000000000002
0.08145953,180.0
0.04756014,180.4
0.04383446,180.8
0.15349042,181.20000000000002
0.2934487,181.60000000000002
0.37965107,182.0
0.2461922,182.4
1.1293331,182.8
0.18435161,183.20000000000002
0.22782238,183.60000000000002
0.11723482,184.0
0.21652296,184.4
0.047643747,184.8
0.093650244,185.20000000000002
0.1657938,185.60000000000002
0.105411105,186.0
0.12107435,186.4
0.07461051,186.8
0.060696788,187.20000000000002
2.9906561,187.60000000000002
0.9030589,188.0
0.42848,188.4
0.7644997,188.8
1.582295,189.20000000000002
0.3902524,189.60000000000002
0.6729753,190.0
1.535904,190.4
0.756717,190.8
1.0903618,191.20000000000002
4.5404496,191.60000000000002
0.78241783,192.0
0.5060602,192.4
0.32942146,192.8
0.40652362,193.20000000000002
0.48980188,193.60000000000002
0.8954925,194.0
1.3121598,194.4
0.5504708,194.8
1.0741178,195.20000000000002
0.42714667,195.60000000000002
0.11882401,196.0
0.0849588,196.4
2.6530173,196.8
0.94035137,197.20000000000002
1.204177,197.60000000000002
0.9897994,198.0
0.7261885,198.4
0.31176144,198.8
0.15466751,199.20000000000002
0.10794573,199.60000000000002
0.14753875,200.0
0.3583628,200.4
0.12007018,200.8
0.49089494,201.20000000000002
1.9513842,201.60000000000002
0.7731831,202.0
1.1896722,202.4
0.6659048,202.8
1.6511722,203.20000000000002
0.38114506,203.60000000000002
0.1490242,204.0
0.20121647,204.4
0.2937911,204.8
0.35822415,205.20000000000002
0.36644137,205.60000000000002
0.28774047,206.0
0.08849048,206.4
0.060000554,206.8
0.09488043,207.20000000000002
1.1451479,207.60000000000002
0.8781021,208.0
0.345302,208.4
0.19094612,208.8
0.06268119,209.20000000000002
0.13521527,209.60000000000002
0.08220225,210.0
0.18195751,210.4
0.081814885,210.8
0.09573885,211.20000000000002
0.08019786,211.60000000000002
0.90517503,212.0
0.6927021,212.4
0.95449454,212.8
0.30091366,213.20000000000002
0.81093186,213.60000000000002
2.4800382,214.0
0.7610881,214.4
0.42011565,214.8
0.53823864,215.20000000000002
0.19609658,215.60000000000002
0.049282435,216.0
0.09315171,216.4
0.05442521,216.8
0.10318542,217.20000000000002
0.049110286,217.60000000000002
0.17620836,218.0
0.14952606,218.4
0.34055597,218.8
0.37843135,219.20000000000002
1.5510854,219.60000000000002
0.60280406,220.0
0.18300417,220.4
0.15802248,220.8
0.17879647,221.20000000000002
0.073533356,221.60000000000002
0.1436024,222.0
0.14431047,222.4
4.048465,222.8
0.6443258,223.20000000000002
2.8202522,223.60000000000002
0.6271625,224.0
0.13314065,224.4
0.51939845,224.8
0.06452232,225.20000000000002
0.15980941,225.60000000000002
0.11340247,226.0
0.072356194,226.4
0.09488796,226.8
0.40842217,227.20000000000002
0.3017451,227.60000000000002
0.07903214,228.0
0.17555104,228.4
0.1697407,228.8
0.35017994,229.20000000000002
0.2887014,229.60000000000002
0.1148259,230.0
0.06245892,230.4
0.25149906,230.8
0.17660534,231.20000000000002
0.3138678,231.60000000000002
0.11042718,232.0
0.037657864,232.4
0.021235032,232.8
0.029116321,233.20000000000002
0.01640543,233.60000000000002
0.017929075,234.0
0.6575266,234.4
0.025277855,234.8
0.03232683,235.20000000000002
0.08222778,235.60000000000002
4.0190535,236.0
2.3470087,236.4
1.2697258,236.8
0.9557853,237.20000000000002
0.63037896,237.60000000000002
0.6449464,238.0
0.37752166,238.4
0.070949905,238.8
0.21998766,239.20000000000002
1.3343484,239.60000000000002
0.87758446,240.0
0.10427303,240.4
0.8810376,240.8
0.4050766,241.20000000000002
0.13825054,241.60000000000002
0.19430798,242.0
0.11972474,242.4
0.51678663,242.8
2.962333,243.20000000000002
1.0436356,243.60000000000002
1.8955828,244.0
2.047013,244.4
0.57995224,244.8
1.6057447,245.20000000000002
0.82416624,245.60000000000002
0.32537276,246.0
2.524222,246.4
4.3440275,246.8
4.1914134,247.20000000000002
1.64573,247.60000000000002
3.3260198,248.0
3.7499747,248.4
5.1899652,248.8
5.3876643,249.20000000000002
5.5576534,249.60000000000002
2.9566653,250.0
0.44253087,250.4
0.6277951,250.8
0.1788724,251.20000000000002
0.20476234,251.60000000000002
0.55417264,252.0
0.8346253,252.4
2.0523598,252.8
2.533122,253.20000000000002
2.0171993,253.60000000000002
1.5853176,254.0
0.2734894,254.4
6.455951,254.8
2.827231,255.20000000000002
3.001142,255.60000000000002
2.5949543,256.0
0.8105505,256.40000000000003
5.1987705,256.8
0.58868694,257.2
1.0813669,257.6
3.7645054,258.0
0.61962724,258.40000000000003
0.7444651,258.8
0.40957302,259.2
0.5327106,259.6
1.0507318,260.0
0.9343867,260.40000000000003
0.70442235,260.8
0.23757198,261.2
0.38572228,261.6
0.060512606,262.0
0.03802503,262.40000000000003
0.040493455,262.8
0.03546666,263.2
0.06471339,263.6
0.030711573,264.0
0.107051365,264.40000000000003
0.85466456,264.8
1.2190799,265.2
0.6329927,265.6
0.09051718,266.0
0.0847828,266.40000000000003
3.9130638,266.8
0.44018537,267.2
1.5435143,267.6
0.41920248,268.0
0.31082794,268.40000000000003
0.1462308,268.8
1.2985921,269.2
0.32324544,269.6
0.19662367,270.0
0.064852685,270.40000000000003
0.15626924,270.8
0.19863273,271.2
0.402676,271.6
0.071461886,272.0
0.11817413,272.40000000000003
0.09913147,272.8
0.07868947,273.2
0.13725431,273.6
0.035202295,274.0
0.23546107,274.40000000000003
1.8576598,274.8
4.255265,275.2
6.321776,275.6
1.1166325,276.0
3.4220715,276.40000000000003
0.98949695,276.8
2.2094328,277.2
0.43990186,277.6
0.5999614,278.0
0.20695809,278.40000000000003
0.42074206,278.8
0.33402613,279.2
0.29302168,279.6
0.12685893,280.0
0.068012156,280.40000000000003
0.14632563,280.8
0.12925504,281.2
0.25552964,281.6
0.04500218,282.0
0.104032025,282.40000000000003
0.8451914,282.8
0.12027579,283.2
0.19169399,283.6
0.22415392,284.0
0.32962522,284.40000000000003
0.18766148,284.8
0.8684095,285.2
0.2973725,285.6
3.1866317,286.0
2.522587,286.40000000000003
1.5399704,286.8
1.1446153,287.2
0.64379203,287.6
0.46350494,288.0
0.7581341,288.40000000000003
0.18335614,288.8
0.41353917,289.2
0.17968546,289.6
0.06852566,290.0
0.63540137,290.40000000000003
0.025112366,290.8
1.5662177,291.2
0.9579624,291.6
0.28941044,292.0
0.049254056,292.40000000000003
0.08400894,292.8
1.5382923,293.2
5.926258,293.6
2.900291,294.0
11.794331,294.40000000000003
1.1161257,294.8
0.7977798,295.2
0.2941803,295.6
0.14512417,296.0
0.11658451,296.40000000000003
1.520913,296.8
0.51812255,297.2
0.70224875,297.6
0.6641588,298.0
1.0537566,298.40000000000003
1.5748546,298.8
3.678042,299.2
2.495855,299.6
3.2867002,300.0
0.49403486,300.40000000000003
1.071202,300.8
0.91670936,301.2
0.63046217,301.6
0.20924489,302.0
0.49933422,302.40000000000003
0.94784355,302.8
1.8998193,303.2
1.6557206,303.6
9.0208645,304.0
3.8160367,304.40000000000003
6.9455204,304.8
6.673282,305.2
4.3068213,305.6
2.310176,306.0
2.0980759,306.40000000000003
0.5315928,306.8
1.9259868,307.20000000000005
1.0166674,307.6
0.60469884,308.0
2.001628,308.40000000000003
1.1140527,308.8
0.16917798,309.20000000000005
0.51368964,309.6
0.69655585,310.0
1.1331825,310.40000000000003
0.5086793,310.8
2.4371183,311.20000000000005
0.6755608,311.6
0.5432846,312.0
0.5725544,312.40000000000003
3.7049406,312.8
0.49219733,313.20000000000005
0.32736304,313.6
0.072285645,314.0
0.057334963,314.40000000000003
0.098167464,314.8
0.17436707,315.20000000000005
